#wavelength	surface_flux
0.001	7.504642352981825e-94
0.00101	7.504642352981824e-94
0.0010201000000000001	7.504642352981828e-94
0.0010303010000000002	7.504642352981829e-94
0.00104060401	7.504642352981824e-94
0.0010510100501000001	7.504642352981825e-94
0.0010615201506010002	7.504642352981825e-94
0.00107213535210701	7.504642352981828e-94
0.0010828567056280802	7.504642352981828e-94
0.0010936852726843608	7.504642352981824e-94
0.0011046221254112046	7.504642352981826e-94
0.0011156683466653167	7.504642352981825e-94
0.0011268250301319698	7.504642352981827e-94
0.0011380932804332896	7.504642352981826e-94
0.0011494742132376226	7.504642352981828e-94
0.0011609689553699987	7.504642352981825e-94
0.0011725786449236987	7.504642352981826e-94
0.0011843044313729356	7.504642352981826e-94
0.001196147475686665	7.504642352981824e-94
0.0012081089504435317	7.504642352981827e-94
0.0012201900399479671	7.504642352981826e-94
0.0012323919403474468	7.504642352981825e-94
0.0012447158597509213	7.504642352981827e-94
0.0012571630183484304	7.504642352981826e-94
0.0012697346485319148	7.504642352981826e-94
0.0012824319950172339	7.504642352981826e-94
0.0012952563149674064	7.504642352981826e-94
0.0013082088781170805	7.504642352981823e-94
0.001321290966898251	7.504642352981826e-94
0.0013345038765672336	7.504642352981825e-94
0.001347848915332906	7.504642352981825e-94
0.0013613274044862352	7.504642352981826e-94
0.0013749406785310975	7.504642352981825e-94
0.0013886900853164084	7.504642352981827e-94
0.0014025769861695724	7.504642352981826e-94
0.0014166027560312683	7.504642352981828e-94
0.001430768783591581	7.504642352981824e-94
0.0014450764714274969	7.504642352981828e-94
0.0014595272361417717	7.504642352981826e-94
0.0014741225085031894	7.504642352981826e-94
0.0014888637335882214	7.504642352981825e-94
0.0015037523709241036	7.504642352981826e-94
0.0015187898946333446	7.504642352981827e-94
0.001533977793579678	7.504642352981827e-94
0.001549317571515475	7.504642352981827e-94
0.0015648107472306296	7.504642352981825e-94
0.001580458854702936	7.504642352981827e-94
0.0015962634432499655	7.504642352981827e-94
0.001612226077682465	7.504642352981825e-94
0.0016283483384592896	7.504642352981824e-94
0.0016446318218438828	7.504642352981827e-94
0.0016610781400623216	7.504642352981827e-94
0.0016776889214629447	7.504642352981825e-94
0.0016944658106775741	7.504642352981826e-94
0.00171141046878435	7.504642352981829e-94
0.0017285245734721935	7.504642352981827e-94
0.0017458098192069155	7.504642352981826e-94
0.0017632679173989845	7.504642352981827e-94
0.0017809005965729746	7.504642352981827e-94
0.0017987096025387042	7.504642352981824e-94
0.0018166966985640914	7.504642352981826e-94
0.0018348636655497322	7.504642352981827e-94
0.0018532123022052297	7.504642352981826e-94
0.001871744425227282	7.504642352981826e-94
0.0018904618694795547	7.504642352981824e-94
0.0019093664881743501	7.504642352981827e-94
0.0019284601530560937	7.504642352981825e-94
0.0019477447545866546	7.504642352981827e-94
0.001967222202132521	7.504642352981826e-94
0.0019868944241538465	7.504642352981824e-94
0.0020067633683953853	7.504642352981824e-94
0.002026831002079339	7.504642352981828e-94
0.0020470993121001323	7.504642352981827e-94
0.0020675703052211334	7.504642352981826e-94
0.002088246008273345	7.504642352981827e-94
0.0021091284683560784	7.504642352981827e-94
0.0021302197530396394	7.504642352981829e-94
0.002151521950570036	7.504642352981828e-94
0.002173037170075736	7.504642352981829e-94
0.0021947675417764933	7.504642352981823e-94
0.0022167152171942584	7.504642352981824e-94
0.002238882369366201	7.504642352981827e-94
0.0022612711930598633	7.504642352981826e-94
0.0022838839049904615	7.504642352981826e-94
0.0023067227440403664	7.504642352981824e-94
0.00232978997148077	7.504642352981825e-94
0.0023530878711955777	7.504642352981824e-94
0.0023766187499075337	7.504642352981823e-94
0.0024003849374066087	7.504642352981825e-94
0.002424388786780675	7.504642352981827e-94
0.0024486326746484817	7.504642352981827e-94
0.0024731190013949664	7.504642352981826e-94
0.0024978501914089163	7.504642352981825e-94
0.0025228286933230053	7.504642352981826e-94
0.0025480569802562355	7.504642352981826e-94
0.0025735375500587983	7.504642352981826e-94
0.0025992729255593858	7.504642352981825e-94
0.00262526565481498	7.504642352981825e-94
0.0026515183113631296	7.504642352981823e-94
0.002678033494476761	7.504642352981825e-94
0.0027048138294215283	7.504642352981827e-94
0.002731861967715744	7.504642352981827e-94
0.002759180587392901	7.504642352981827e-94
0.0027867723932668304	7.504642352981828e-94
0.002814640117199499	7.504642352981827e-94
0.0028427865183714937	7.504642352981828e-94
0.002871214383555209	7.504642352981826e-94
0.0028999265273907606	7.504642352981825e-94
0.002928925792664668	7.504642352981826e-94
0.002958215050591315	7.504642352981827e-94
0.002987797201097228	7.504642352981825e-94
0.0030176751731082006	7.504642352981827e-94
0.0030478519248392827	7.504642352981826e-94
0.0030783304440876753	7.504642352981826e-94
0.0031091137485285522	7.504642352981826e-94
0.0031402048860138376	7.504642352981826e-94
0.0031716069348739764	7.504642352981826e-94
0.003203323004222716	7.504642352981825e-94
0.003235356234264943	7.504642352981824e-94
0.003267709796607593	7.504642352981825e-94
0.0033003868945736684	7.504642352981828e-94
0.003333390763519405	7.504642352981828e-94
0.0033667246711545995	7.504642352981826e-94
0.0034003919178661455	7.504642352981825e-94
0.0034343958370448065	7.504642352981825e-94
0.0034687397954152547	7.504642352981826e-94
0.0035034271933694077	7.504642352981826e-94
0.0035384614653031017	7.504642352981827e-94
0.0035738460799561327	7.504642352981824e-94
0.003609584540755694	7.504642352981828e-94
0.003645680386163251	7.504642352981828e-94
0.0036821371900248832	7.504642352981827e-94
0.0037189585619251324	7.504642352981826e-94
0.0037561481475443838	7.504642352981826e-94
0.0037937096290198277	7.504642352981825e-94
0.003831646725310026	7.504642352981825e-94
0.003869963192563126	7.504642352981825e-94
0.003908662824488757	7.504642352981824e-94
0.003947749452733645	7.504642352981824e-94
0.003987226947260982	7.504642352981827e-94
0.004027099216733592	7.504642352981825e-94
0.004067370208900928	7.504642352981824e-94
0.004108043910989938	7.504642352981827e-94
0.004149124350099836	7.504642352981825e-94
0.004190615593600834	7.504642352981828e-94
0.004232521749536843	7.504642352981827e-94
0.004274846967032212	7.504642352981827e-94
0.004317595436702534	7.504642352981828e-94
0.004360771391069559	7.504642352981828e-94
0.0044043791049802545	7.504642352981828e-94
0.004448422896030057	7.504642352981826e-94
0.0044929071249903575	7.504642352981826e-94
0.004537836196240262	7.504642352981825e-94
0.004583214558202664	7.504642352981829e-94
0.004629046703784691	7.504642352981826e-94
0.0046753371708225374	7.504642352981827e-94
0.004722090542530763	7.504642352981826e-94
0.004769311447956071	7.504642352981824e-94
0.004817004562435632	7.504642352981824e-94
