#wavelength	surface_flux
0.001	2.0537614608728523e-94
0.00101	2.053761460872852e-94
0.0010201000000000001	2.0537614608728523e-94
0.0010303010000000002	2.0537614608728523e-94
0.00104060401	2.0537614608728518e-94
0.0010510100501000001	2.0537614608728518e-94
0.0010615201506010002	2.0537614608728515e-94
0.00107213535210701	2.0537614608728526e-94
0.0010828567056280802	2.0537614608728523e-94
0.0010936852726843608	2.0537614608728518e-94
0.0011046221254112046	2.053761460872852e-94
0.0011156683466653167	2.0537614608728518e-94
0.0011268250301319698	2.0537614608728518e-94
0.0011380932804332896	2.0537614608728518e-94
0.0011494742132376226	2.0537614608728518e-94
0.0011609689553699987	2.0537614608728515e-94
0.0011725786449236987	2.0537614608728518e-94
0.0011843044313729356	2.0537614608728518e-94
0.001196147475686665	2.0537614608728515e-94
0.0012081089504435317	2.0537614608728523e-94
0.0012201900399479671	2.0537614608728518e-94
0.0012323919403474468	2.053761460872852e-94
0.0012447158597509213	2.0537614608728518e-94
0.0012571630183484304	2.0537614608728512e-94
0.0012697346485319148	2.0537614608728518e-94
0.0012824319950172339	2.0537614608728515e-94
0.0012952563149674064	2.0537614608728518e-94
0.0013082088781170805	2.0537614608728523e-94
0.001321290966898251	2.053761460872852e-94
0.0013345038765672336	2.0537614608728518e-94
0.001347848915332906	2.053761460872852e-94
0.0013613274044862352	2.0537614608728518e-94
0.0013749406785310975	2.053761460872852e-94
0.0013886900853164084	2.053761460872851e-94
0.0014025769861695724	2.0537614608728518e-94
0.0014166027560312683	2.0537614608728518e-94
0.001430768783591581	2.053761460872852e-94
0.0014450764714274969	2.0537614608728515e-94
0.0014595272361417717	2.053761460872852e-94
0.0014741225085031894	2.0537614608728518e-94
0.0014888637335882214	2.0537614608728515e-94
0.0015037523709241036	2.0537614608728515e-94
0.0015187898946333446	2.0537614608728515e-94
0.001533977793579678	2.0537614608728518e-94
0.001549317571515475	2.0537614608728518e-94
0.0015648107472306296	2.0537614608728518e-94
0.001580458854702936	2.0537614608728518e-94
0.0015962634432499655	2.0537614608728518e-94
0.001612226077682465	2.0537614608728515e-94
0.0016283483384592896	2.053761460872852e-94
0.0016446318218438828	2.0537614608728518e-94
0.0016610781400623216	2.0537614608728518e-94
0.0016776889214629447	2.0537614608728523e-94
0.0016944658106775741	2.053761460872852e-94
0.00171141046878435	2.0537614608728515e-94
0.0017285245734721935	2.053761460872852e-94
0.0017458098192069155	2.0537614608728515e-94
0.0017632679173989845	2.0537614608728512e-94
0.0017809005965729746	2.0537614608728518e-94
0.0017987096025387042	2.0537614608728518e-94
0.0018166966985640914	2.0537614608728515e-94
0.0018348636655497322	2.0537614608728518e-94
0.0018532123022052297	2.053761460872851e-94
0.001871744425227282	2.053761460872852e-94
0.0018904618694795547	2.0537614608728518e-94
0.0019093664881743501	2.0537614608728518e-94
0.0019284601530560937	2.0537614608728518e-94
0.0019477447545866546	2.0537614608728512e-94
0.001967222202132521	2.0537614608728518e-94
0.0019868944241538465	2.0537614608728523e-94
0.0020067633683953853	2.053761460872852e-94
0.002026831002079339	2.0537614608728515e-94
0.0020470993121001323	2.0537614608728523e-94
0.0020675703052211334	2.0537614608728515e-94
0.002088246008273345	2.053761460872852e-94
0.0021091284683560784	2.053761460872851e-94
0.0021302197530396394	2.0537614608728512e-94
0.002151521950570036	2.053761460872852e-94
0.002173037170075736	2.0537614608728515e-94
0.0021947675417764933	2.0537614608728518e-94
0.0022167152171942584	2.0537614608728518e-94
0.002238882369366201	2.053761460872852e-94
0.0022612711930598633	2.0537614608728518e-94
0.0022838839049904615	2.0537614608728515e-94
0.0023067227440403664	2.0537614608728515e-94
0.00232978997148077	2.0537614608728518e-94
0.0023530878711955777	2.0537614608728515e-94
0.0023766187499075337	2.0537614608728515e-94
0.0024003849374066087	2.0537614608728518e-94
0.002424388786780675	2.0537614608728515e-94
0.0024486326746484817	2.0537614608728518e-94
0.0024731190013949664	2.0537614608728515e-94
0.0024978501914089163	2.0537614608728512e-94
0.0025228286933230053	2.0537614608728515e-94
0.0025480569802562355	2.0537614608728518e-94
0.0025735375500587983	2.053761460872852e-94
0.0025992729255593858	2.0537614608728518e-94
0.00262526565481498	2.053761460872852e-94
0.0026515183113631296	2.0537614608728518e-94
0.002678033494476761	2.053761460872852e-94
0.0027048138294215283	2.0537614608728518e-94
0.002731861967715744	2.0537614608728518e-94
0.002759180587392901	2.0537614608728515e-94
0.0027867723932668304	2.0537614608728523e-94
0.002814640117199499	2.0537614608728526e-94
0.0028427865183714937	2.0537614608728523e-94
0.002871214383555209	2.0537614608728515e-94
0.0028999265273907606	2.053761460872852e-94
0.002928925792664668	2.053761460872852e-94
0.002958215050591315	2.0537614608728518e-94
0.002987797201097228	2.0537614608728515e-94
0.0030176751731082006	2.0537614608728518e-94
0.0030478519248392827	2.0537614608728518e-94
0.0030783304440876753	2.053761460872852e-94
0.0031091137485285522	2.053761460872852e-94
0.0031402048860138376	2.0537614608728523e-94
0.0031716069348739764	2.053761460872852e-94
0.003203323004222716	2.0537614608728518e-94
0.003235356234264943	2.053761460872852e-94
0.003267709796607593	2.053761460872852e-94
0.0033003868945736684	2.053761460872852e-94
0.003333390763519405	2.0537614608728515e-94
0.0033667246711545995	2.0537614608728518e-94
0.0034003919178661455	2.0537614608728515e-94
0.0034343958370448065	2.053761460872851e-94
0.0034687397954152547	2.0537614608728515e-94
0.0035034271933694077	2.053761460872852e-94
0.0035384614653031017	2.053761460872852e-94
0.0035738460799561327	2.053761460872852e-94
0.003609584540755694	2.0537614608728523e-94
0.003645680386163251	2.0537614608728518e-94
0.0036821371900248832	2.0537614608728515e-94
0.0037189585619251324	2.0537614608728512e-94
0.0037561481475443838	2.0537614608728518e-94
0.0037937096290198277	2.0537614608728526e-94
0.003831646725310026	2.053761460872852e-94
0.003869963192563126	2.053761460872852e-94
0.003908662824488757	2.0537614608728518e-94
0.003947749452733645	2.0537614608728512e-94
0.003987226947260982	2.053761460872852e-94
0.004027099216733592	2.0537614608728518e-94
0.004067370208900928	2.0537614608728515e-94
0.004108043910989938	2.053761460872851e-94
0.004149124350099836	2.0537614608728523e-94
0.004190615593600834	2.0537614608728512e-94
0.004232521749536843	2.053761460872851e-94
0.004274846967032212	2.0537614608728523e-94
0.004317595436702534	2.0537614608728512e-94
0.004360771391069559	2.0537614608728518e-94
0.0044043791049802545	2.0537614608728515e-94
0.004448422896030057	2.0537614608728526e-94
0.0044929071249903575	2.053761460872852e-94
0.004537836196240262	2.053761460872852e-94
0.004583214558202664	2.0537614608728518e-94
0.004629046703784691	2.0537614608728518e-94
0.0046753371708225374	2.0537614608728512e-94
0.004722090542530763	2.0537614608728515e-94
0.004769311447956071	2.0537614608728515e-94
0.004817004562435632	2.0537614608728515e-94
0.004865174608059988	2.0537614608728518e-94
0.004913826354140587	2.0537614608728523e-94
0.004962964617681994	2.0537614608728518e-94
0.005012594263858814	2.0537614608728515e-94
0.005062720206497402	2.0537614608728518e-94
0.0051133474085623765	2.0537614608728515e-94
0.005164480882648	2.053761460872852e-94
0.0052161256914744795	2.053761460872851e-94
0.005268286948389224	2.0537614608728507e-94
0.0053209698178731165	2.0537614608728515e-94
0.005374179516051849	2.0537614608728518e-94
0.005427921311212366	2.0537614608728515e-94
0.0054822005243244905	2.0537614608728515e-94
0.005537022529567735	2.053761460872852e-94
0.005592392754863413	2.053761460872852e-94
0.0056483166824120475	2.0537614608728515e-94
0.0057047998492361675	2.0537614608728518e-94
0.005761847847728529	2.0537614608728523e-94
0.005819466326205815	2.053761460872852e-94
0.005877660989467873	2.0537614608728512e-94
0.005936437599362551	2.0537614608728512e-94
0.005995801975356177	2.053761460872852e-94
0.0060557599951097385	2.0537614608728518e-94
0.006116317595060837	2.053761460872852e-94
0.006177480771011445	2.0537614608728518e-94
0.006239255578721559	2.0537614608728515e-94
0.006301648134508775	2.0537614608728518e-94
0.006364664615853863	2.0537614608728518e-94
0.006428311262012401	2.053761460872852e-94
0.0064925943746325255	2.0537614608728515e-94
0.006557520318378851	2.0537614608728518e-94
0.006623095521562639	2.0537614608728515e-94
0.006689326476778266	2.0537614608728515e-94
0.0067562197415460485	2.053761460872852e-94
0.006823781938961509	2.0537614608728518e-94
0.006892019758351124	2.0537614608728512e-94
0.0069609399559346355	2.0537614608728512e-94
0.007030549355493982	2.0537614608728518e-94
0.007100854849048922	2.0537614608728518e-94
0.007171863397539412	2.053761460872852e-94
0.007243582031514805	2.0537614608728518e-94
0.007316017851829954	2.0537614608728518e-94
0.007389178030348253	2.0537614608728515e-94
0.007463069810651736	2.0537614608728512e-94
0.007537700508758254	2.0537614608728507e-94
0.007613077513845836	2.0537614608728518e-94
0.007689208288984294	2.0537614608728515e-94
0.007766100371874137	2.053761460872852e-94
0.00784376137559288	2.0537614608728518e-94
0.007922198989348808	2.0537614608728523e-94
0.008001420979242295	2.053761460872852e-94
0.008081435189034718	2.0537614608728518e-94
0.008162249540925065	2.0537614608728518e-94
0.008243872036334317	2.0537614608728518e-94
0.008326310756697661	2.0537614608728518e-94
0.008409573864264637	2.0537614608728518e-94
0.008493669602907282	2.0537614608728515e-94
0.008578606298936356	2.053761460872852e-94
0.008664392361925718	2.053761460872851e-94
0.008751036285544977	2.0537614608728518e-94
0.008838546648400426	2.0537614608728515e-94
0.008926932114884432	2.0537614608728518e-94
0.009016201436033275	2.053761460872852e-94
0.009106363450393609	2.0537614608728515e-94
0.009197427084897545	2.0537614608728518e-94
0.00928940135574652	2.0537614608728523e-94
0.009382295369303986	2.0537614608728515e-94
0.009476118322997024	2.053761460872852e-94
0.009570879506226997	2.0537614608728512e-94
0.009666588301289265	2.053761460872852e-94
0.009763254184302158	2.053761460872852e-94
0.00986088672614518	2.0537614608728523e-94
0.009959495593406632	2.0537614608728518e-94
0.0100590905493407	2.0537614608728526e-94
0.010159681454834106	2.0537614608728512e-94
0.010261278269382446	2.0537614608728523e-94
0.01036389105207627	2.0537614608728512e-94
0.010467529962597035	2.0537614608728518e-94
0.010572205262223005	2.0537614608728512e-94
0.010677927314845235	2.0537614608728523e-94
0.010784706587993687	2.0537614608728518e-94
0.010892553653873623	2.0537614608728515e-94
0.01100147919041236	2.0537614608728512e-94
0.011111493982316483	2.053761460872852e-94
0.01122260892213965	2.0537614608728515e-94
0.011334835011361045	2.0537614608728512e-94
0.011448183361474655	2.0537614608728515e-94
0.011562665195089401	2.0537614608728518e-94
0.011678291847040296	2.0537614608728518e-94
0.0117950747655107	2.0537614608728515e-94
0.011913025513165806	2.053761460872852e-94
0.012032155768297465	2.053761460872852e-94
0.01215247732598044	2.0537614608728526e-94
0.012274002099240244	2.053761460872852e-94
0.012396742120232647	2.0537614608728518e-94
0.012520709541434973	2.0537614608728515e-94
0.012645916636849323	2.0537614608728515e-94
0.012772375803217816	2.0537614608728515e-94
0.012900099561249994	2.0537614608728518e-94
0.013029100556862495	2.053761460872852e-94
0.01315939156243112	2.053761460872852e-94
0.01329098547805543	2.053761460872852e-94
0.013423895332835984	2.0537614608728518e-94
0.013558134286164345	2.0537614608728518e-94
0.01369371562902599	2.0537614608728523e-94
0.013830652785316248	2.0537614608728515e-94
0.013968959313169412	2.053761460872852e-94
0.014108648906301107	2.0537614608728515e-94
0.014249735395364118	2.0537614608728515e-94
0.014392232749317758	2.0537614608728518e-94
0.014536155076810936	2.0537614608728515e-94
0.014681516627579045	2.053761460872852e-94
0.014828331793854836	2.0537614608728518e-94
0.014976615111793384	2.053761460872852e-94
0.015126381262911319	2.0537614608728523e-94
0.015277645075540433	2.053761460872852e-94
0.015430421526295836	2.0537614608728515e-94
0.015584725741558796	2.0537614608728515e-94
0.015740572998974384	2.0537614608728515e-94
0.015897978728964125	2.0537614608728523e-94
0.01605695851625377	2.0537614608728515e-94
0.016217528101416308	2.0537614608728518e-94
0.01637970338243047	2.053761460872852e-94
0.016543500416254773	2.053761460872852e-94
0.016708935420417324	2.0537614608728523e-94
0.016876024774621495	2.0537614608728526e-94
0.01704478502236771	2.053761460872852e-94
0.017215232872591385	2.0537614608728518e-94
0.0173873852013173	2.0537614608728512e-94
0.017561259053330475	2.0537614608728518e-94
0.01773687164386378	2.0537614608728518e-94
0.017914240360302418	2.053761460872851e-94
0.018093382763905444	2.0537614608728518e-94
0.0182743165915445	2.053761460872852e-94
0.01845705975745994	2.053761460872852e-94
0.01864163035503454	2.053761460872852e-94
0.01882804665858489	2.053761460872852e-94
0.019016327125170738	2.0537614608728515e-94
0.019206490396422443	2.0537614608728518e-94
0.01939855530038667	2.0537614608728515e-94
0.019592540853390534	2.0537614608728518e-94
0.01978846626192444	2.0537614608728512e-94
0.019986350924543685	2.0537614608728523e-94
0.020186214433789124	2.053761460872852e-94
0.020388076578127013	2.053761460872852e-94
0.020591957343908285	2.053761460872852e-94
0.020797876917347368	2.0537614608728526e-94
0.021005855686520844	2.053761460872852e-94
0.02121591424338605	2.0537614608728518e-94
0.02142807338581991	2.053761460872852e-94
0.02164235411967811	2.0537670646602662e-94
0.02185877766087489	2.0539322434948024e-94
0.02207736543748364	2.0557575361079344e-94
0.022298139091858477	2.0759577395958247e-94
0.02252112048277706	2.2954832447694888e-94
0.022746331687604832	4.63037736672592e-94
0.022973795004480883	2.853458262109849e-93
0.02320353295452569	2.6814703662061868e-92
0.023435568284070948	2.621922305270867e-91
0.023669923966911657	2.5273891295582156e-90
0.02390662320658077	2.3881569126311884e-89
0.024145689438646582	2.2040174272475793e-88
0.024387146333033047	1.9941397909423846e-87
0.024631017796363376	1.7701216178401337e-86
0.024877327974327013	1.5418583703974303e-85
0.025126101254070284	1.3182008399867465e-84
0.025377362266610984	1.1063721420676803e-83
0.025631135889277096	9.19098498794812e-83
0.025887447248169868	7.526288226661294e-82
0.026146321720651563	6.057880179370219e-81
0.026407784937858083	4.7943490898974145e-80
0.026671862787236662	3.729531509714671e-79
0.02693858141510903	2.8525857366703594e-78
0.02720796722926012	2.1460554832876694e-77
0.027480046901552722	1.5884215572928224e-76
0.02775484737056825	1.1554266843108096e-75
0.028032395844273934	8.2740068943992e-75
0.02831271980271667	5.837182644957192e-74
0.02859584700074384	4.05794570421265e-73
0.028881805470751278	2.7802313974451845e-72
0.02917062352545879	1.8784093850711728e-71
0.029462329760713377	1.251858332244418e-70
0.029756953058320514	8.230106529609329e-70
0.030054522588903718	5.332073144716148e-69
0.030355067814792754	3.4112785643484477e-68
0.030658618492940683	2.1548325352360145e-67
0.030965204677870093	1.3437498645802367e-66
0.03127485672464879	8.27248771893862e-66
0.031587605291895283	5.027318440283157e-65
0.03190348134481423	3.0156630385005966e-64
0.032222516158262375	1.7860269753818202e-63
0.03254474131984499	1.0437055664079967e-62
0.03287018873304345	6.0158508728677e-62
0.03319889062037388	3.420547438530836e-61
0.03353087952657762	1.9183690249134523e-60
0.0338661883218434	1.0608898488451936e-59
0.03420485020506183	5.784538373891394e-59
0.03454689870711246	3.109313132945897e-58
0.03489236769418358	1.6472668597783474e-57
0.035241291371125416	8.599755256155266e-57
0.03559370428483667	4.42471051853191e-56
0.035949641327685036	2.243780706133626e-55
0.03630913774096189	1.1211248294491861e-54
0.03667222911837151	5.519750024488023e-54
0.03703895140955522	2.6776304620961903e-53
0.03740934092365077	1.2798155019235962e-52
0.037783434332887285	6.0271343323709504e-52
0.03816126867621615	2.796810435579181e-51
0.038542881362978315	1.2788038729882584e-50
0.038928310176608104	5.761729703328691e-50
0.03931759327837418	2.558277052277404e-49
0.039710769211157924	1.1194349063075706e-48
0.0401078769032695	4.827694115800099e-48
0.0405089556723022	2.0523886795839686e-47
0.04091404522902522	8.601140453200284e-47
0.041323185681315475	3.553365320278995e-46
